doc_id,url
sp2062-c20gom20shelf202003-nov-2025,https://www.bsee.gov/sites/bsee.gov/files/2026-01/SP%2062-C%20GOM%20Shelf%20%2003-Nov-2025.pdf
ei2025920white20fleet2003_oct_2025,https://www.bsee.gov/sites/bsee.gov/files/2026-01/EI%20259%20White%20Fleet%2003_OCT_2025.pdf
wd2015220renaissance2027-aug-2025,https://www.bsee.gov/sites/bsee.gov/files/2025-12/WD%20152%20Renaissance%2027-Aug-2025.pdf
gb2095920shell2003-aug-2025_0,https://www.bsee.gov/sites/bsee.gov/files/2026-02/GB%20959%20Shell%2003-Aug-2025_0.pdf
sp2049-c20w2620t20offshore2030-jul-2025_0,https://www.bsee.gov/sites/bsee.gov/files/2025-12/SP%2049-C%20W%26%20T%20Offshore%2030-Jul-2025_0.pdf
sp202720nugulf2018-jul-2025,https://www.bsee.gov/sites/bsee.gov/files/2025-09/SP%2027%20NuGulf%2018-Jul-2025.pdf
ev2010r20-20gb20215,https://www.bsee.gov/sites/bsee.gov/files/2025-11/EV2010R%20-%20GB%20215.pdf
ev2010r20-20mc20773,https://www.bsee.gov/sites/bsee.gov/files/2025-11/EV2010R%20-%20MC%20773.pdf
ev2010r20-20vr2038,https://www.bsee.gov/sites/bsee.gov/files/2025-11/EV2010R%20-%20VR%2038.pdf
gb2025920hess2002-jun-2025,https://www.bsee.gov/sites/bsee.gov/files/2025-09/GB%20259%20Hess%2002-JUN-2025.pdf
mc2030020murphy20exploration2029-may-2025,https://www.bsee.gov/sites/bsee.gov/files/2026-01/MC%20300%20Murphy%20Exploration%2029-May-2025.pdf
eb20602-a2020anadarko202021-may-2025,https://www.bsee.gov/sites/bsee.gov/files/2025-08/EB%20602-A%20%20Anadarko%20%2021-May-2025.pdf
mc2012720anadarko2009-may-2025,https://www.bsee.gov/sites/bsee.gov/files/2025-09/MC%20127%20Anadarko%2009-MAY-2025.pdf
st2022920w26t2009-may-2025,https://www.bsee.gov/sites/bsee.gov/files/2025-11/ST%20229%20W%26T%2009-May-2025.pdf
gc2086820bp2008-may-2025,https://www.bsee.gov/sites/bsee.gov/files/2025-09/GC%20868%20BP%2008-May-2025.pdf
vk2091520anadarko2004-may-2025,https://www.bsee.gov/sites/bsee.gov/files/2025-09/VK%20915%20Anadarko%2004-May-2025.pdf
mp2015320b20gom20shelf2003-may-2025,https://www.bsee.gov/sites/bsee.gov/files/2025-07/MP%20153%20B%20GOM%20Shelf%2003-May-2025.pdf
ev2010r20-20wr20249,https://www.bsee.gov/sites/bsee.gov/files/2025-11/EV2010R%20-%20WR%20249.pdf
mp204220d20cantium2027-apr-25,https://www.bsee.gov/sites/bsee.gov/files/2025-08/MP%2042%20D%20Cantium%2027-Apr-25.pdf
gi204720ap20gom20shelf2025-apr-2025,https://www.bsee.gov/sites/bsee.gov/files/2025-08/GI%2047%20AP%20GOM%20Shelf%2025-APR-2025.pdf
wd209020apache202021-apr-2025,https://www.bsee.gov/sites/bsee.gov/files/2025-12/WD%2090%20Apache%20%2021-APR-2025.pdf
mc2058220a20murphy2016-apr-2025,https://www.bsee.gov/sites/bsee.gov/files/2025-06/MC%20582%20A%20Murphy%2016-APR-2025.pdf
mc2030020murphy2028-mar-2025,https://www.bsee.gov/sites/bsee.gov/files/2025-09/MC%20300%20Murphy%2028-Mar-2025.pdf
ei2030720guardian2017_mar_2025,https://www.bsee.gov/sites/bsee.gov/files/2025-06/EI%20307%20Guardian%2017_MAR_2025.pdf
ss208020w26t2007-mar-2025,https://www.bsee.gov/sites/bsee.gov/files/2025-09/SS%2080%20W%26T%2007-Mar-2025.pdf
mc2080920shell2023-feb-2025_0,https://www.bsee.gov/sites/bsee.gov/files/2025-05/MC%20809%20Shell%2023-Feb-2025_0.pdf
gc2043220murphy2017-feb-2025,https://www.bsee.gov/sites/bsee.gov/files/2025-06/GC%20432%20Murphy%2017-Feb-2025.pdf
mc2047420bp2008-feb-2025,https://www.bsee.gov/sites/bsee.gov/files/2025-06/MC%20474%20BP%2008-FEB-2025.pdf
gc205842025-dec-202420signed20201020redacted,https://www.bsee.gov/sites/bsee.gov/files/2025-03/GC%20584%2025-Dec-2024%20signed%202010%20redacted.pdf
vk2098920a20talos2002-dec-2024,https://www.bsee.gov/sites/bsee.gov/files/2025-07/VK%20989%20A%20Talos%2002-Dec-2024.pdf
vk209152020anadarko20petroleum202024-nov-2024,https://www.bsee.gov/sites/bsee.gov/files/2025-03/VK%20915%20%20Anadarko%20Petroleum%20%2024-Nov-2024.pdf
